pair,timeframe,dip_id,start_time,end_time,origin_session,passed,pip_drop,duration,avg_pip_velocity
GBPAUD,H4,45,2017-07-06 21:00:00,2017-07-09 21:00:00,Asian,True,207.50000000000045,5,69.16666666666681
GBPAUD,H4,46,2017-07-10 09:00:00,2017-07-11 05:00:00,London,True,96.50000000000159,4,19.300000000000317
GBPAUD,H4,47,2017-07-12 21:00:00,2017-07-13 09:00:00,Asian,True,111.09999999999954,2,55.54999999999977
GBPAUD,H4,48,2017-07-14 01:00:00,2017-07-14 13:00:00,Asian,True,141.10000000000068,2,0.0
GBPAUD,H4,49,2017-07-17 01:00:00,2017-07-17 13:00:00,Asian,True,109.20000000000041,2,36.40000000000014
GBPAUD,H4,50,2017-07-17 21:00:00,2017-07-18 13:00:00,Asian,True,381.60000000000196,3,127.20000000000066
GBPAUD,H4,51,2017-07-19 05:00:00,2017-07-20 01:00:00,Asian,True,160.19999999999922,4,32.03999999999984
GBPAUD,H4,52,2017-07-20 05:00:00,2017-07-20 17:00:00,Asian,True,183.49999999999866,2,91.74999999999933
GBPAUD,H4,53,2017-07-21 01:00:00,2017-07-21 13:00:00,Asian,True,92.29999999999849,2,30.766666666666165
GBPAUD,H4,54,2017-07-23 21:00:00,2017-07-24 09:00:00,Asian,True,116.40000000000094,2,116.40000000000094
GBPAUD,H4,55,2017-07-26 09:00:00,2017-07-27 05:00:00,London,True,201.99999999999994,4,50.499999999999986
GBPAUD,H4,56,2017-07-27 09:00:00,2017-07-27 21:00:00,London,True,68.09999999999982,2,34.04999999999991
GBPAUD,H4,57,2017-07-30 21:00:00,2017-07-31 09:00:00,Asian,True,85.70000000000189,2,85.70000000000189
GBPAUD,H4,58,2017-07-31 13:00:00,2017-08-01 05:00:00,New York,True,127.99999999999923,3,0.0
GBPAUD,H4,59,2017-08-03 13:00:00,2017-08-04 09:00:00,New York,True,78.70000000000044,4,0.0
GBPAUD,H4,60,2017-08-07 05:00:00,2017-08-07 21:00:00,Asian,True,54.199999999999804,3,18.066666666666602
GBPAUD,H4,61,2017-08-08 01:00:00,2017-08-08 17:00:00,Asian,True,96.60000000000002,3,48.30000000000001
GBPAUD,H4,62,2017-08-09 01:00:00,2017-08-09 13:00:00,Asian,True,90.79999999999977,2,90.79999999999977
GBPAUD,H4,63,2017-08-11 01:00:00,2017-08-11 13:00:00,Asian,True,141.99999999999991,2,47.33333333333331
GBPAUD,H4,64,2017-08-14 13:00:00,2017-08-15 13:00:00,New York,True,135.10000000000133,5,135.10000000000133
GBPAUD,H4,65,2017-08-18 01:00:00,2017-08-18 17:00:00,Asian,True,153.0000000000009,3,76.50000000000045
GBPAUD,H4,66,2017-08-21 13:00:00,2017-08-22 13:00:00,New York,True,100.89999999999932,5,16.816666666666553
GBPAUD,H4,67,2017-08-23 01:00:00,2017-08-24 01:00:00,Asian,True,92.79999999999956,5,23.19999999999989
GBPAUD,H4,68,2017-08-25 13:00:00,2017-08-28 05:00:00,New York,True,97.59999999999991,3,0.0
GBPAUD,H4,69,2017-08-29 01:00:00,2017-08-29 17:00:00,Asian,True,134.70000000000093,3,67.35000000000046
GBPAUD,H4,70,2017-08-30 13:00:00,2017-08-31 01:00:00,New York,True,66.89999999999863,2,66.89999999999863
GBPAUD,H4,71,2017-09-01 05:00:00,2017-09-04 09:00:00,Asian,True,86.3999999999998,6,0.0
GBPAUD,H4,72,2017-09-04 17:00:00,2017-09-05 13:00:00,New York,True,108.60000000000092,4,0.0
GBPAUD,H4,73,2017-09-06 09:00:00,2017-09-07 01:00:00,London,True,116.3000000000003,3,58.15000000000015
GBPAUD,H4,74,2017-09-11 09:00:00,2017-09-11 21:00:00,London,True,58.499999999999105,2,58.499999999999105
GBPAUD,H4,75,2017-09-13 21:00:00,2017-09-14 09:00:00,Asian,True,336.60000000000025,2,0.0
GBPAUD,H4,76,2017-09-15 17:00:00,2017-09-18 05:00:00,New York,True,82.59999999999934,2,27.533333333333115
GBPAUD,H4,77,2017-09-18 09:00:00,2017-09-18 21:00:00,London,True,92.20000000000006,2,0.0
GBPAUD,H4,78,2017-09-21 21:00:00,2017-09-24 21:00:00,Asian,True,273.29999999999853,5,68.32499999999963
GBPAUD,H4,79,2017-09-27 05:00:00,2017-09-27 17:00:00,Asian,True,111.49999999999993,2,111.49999999999993
GBPAUD,H4,80,2017-09-28 09:00:00,2017-09-28 21:00:00,London,True,84.10000000000028,2,28.033333333333427
GBPAUD,H4,81,2017-10-02 01:00:00,2017-10-02 21:00:00,Asian,True,161.49999999999886,4,53.83333333333295
GBPAUD,H4,82,2017-10-03 01:00:00,2017-10-04 05:00:00,Asian,True,158.4999999999992,6,26.416666666666533
GBPAUD,H4,83,2017-10-05 01:00:00,2017-10-05 13:00:00,Asian,True,109.69999999999925,2,109.69999999999925
GBPAUD,H4,84,2017-10-09 17:00:00,2017-10-10 05:00:00,New York,True,64.80000000000041,2,0.0
GBPAUD,H4,85,2017-10-11 01:00:00,2017-10-11 13:00:00,Asian,True,77.0000000000004,2,0.0
GBPAUD,H4,86,2017-10-12 01:00:00,2017-10-12 13:00:00,Asian,True,196.00000000000063,2,98.00000000000031
GBPAUD,H4,87,2017-10-13 05:00:00,2017-10-15 21:00:00,Asian,True,176.30000000000035,3,58.76666666666679
GBPAUD,H4,88,2017-10-16 21:00:00,2017-10-17 21:00:00,Asian,True,123.10000000000043,5,41.03333333333348
GBPAUD,H4,89,2017-10-19 09:00:00,2017-10-19 21:00:00,London,True,82.90000000000131,2,41.45000000000066
GBPAUD,H4,90,2017-10-24 05:00:00,2017-10-24 17:00:00,Asian,True,111.60000000000059,2,55.800000000000296
GBPAUD,H4,91,2017-10-25 21:00:00,2017-10-26 13:00:00,Asian,True,145.39999999999998,3,48.46666666666666
GBPAUD,H4,92,2017-10-27 01:00:00,2017-10-29 21:00:00,Asian,True,125.99999999999945,4,25.19999999999989
GBPAUD,H4,93,2017-10-30 09:00:00,2017-10-30 21:00:00,London,True,73.49999999999967,2,36.74999999999984
GBPAUD,H4,94,2017-10-31 21:00:00,2017-11-01 09:00:00,Asian,True,82.50000000000091,2,27.500000000000302
GBPAUD,H4,95,2017-11-07 14:00:00,2017-11-08 14:00:00,New York,True,195.1000000000014,5,39.02000000000028
GBPAUD,H4,96,2017-11-10 10:00:00,2017-11-13 10:00:00,London,True,181.40000000000046,5,45.350000000000115
GBPAUD,H4,97,2017-11-13 14:00:00,2017-11-14 14:00:00,New York,True,163.10000000000048,5,0.0
GBPAUD,H4,98,2017-11-15 02:00:00,2017-11-15 14:00:00,Asian,True,96.80000000000133,2,0.0
GBPAUD,H4,99,2017-11-17 06:00:00,2017-11-17 18:00:00,Asian,True,114.19999999999986,2,57.09999999999993
GBPAUD,H4,100,2017-11-20 06:00:00,2017-11-20 22:00:00,Asian,True,61.30000000000191,3,0.0
GBPAUD,H4,101,2017-11-22 22:00:00,2017-11-23 10:00:00,Asian,True,102.10000000000052,2,51.05000000000026
GBPAUD,H4,102,2017-11-23 18:00:00,2017-11-24 06:00:00,New York,True,91.90000000000032,2,0.0
GBPAUD,H4,103,2017-11-26 22:00:00,2017-11-27 10:00:00,Asian,True,83.49999999999858,2,27.83333333333286
GBPAUD,H4,104,2017-11-27 14:00:00,2017-11-28 02:00:00,New York,True,54.799999999999294,2,27.399999999999647
GBPAUD,H4,105,2017-12-01 10:00:00,2017-12-03 22:00:00,London,True,185.9999999999995,2,92.99999999999974
GBPAUD,H4,106,2017-12-04 18:00:00,2017-12-05 10:00:00,New York,True,257.2999999999981,3,85.76666666666603
GBPAUD,H4,107,2017-12-08 02:00:00,2017-12-08 14:00:00,Asian,True,201.70000000000022,2,67.2333333333334
GBPAUD,H4,108,2017-12-10 22:00:00,2017-12-11 10:00:00,Asian,True,126.80000000000024,2,42.266666666666744
GBPAUD,H4,109,2017-12-11 22:00:00,2017-12-12 14:00:00,Asian,True,150.09999999999968,3,50.033333333333225
GBPAUD,H4,110,2017-12-13 06:00:00,2017-12-13 18:00:00,Asian,True,170.79999999999984,2,85.39999999999992
GBPAUD,H4,111,2017-12-14 06:00:00,2017-12-14 18:00:00,Asian,True,94.79999999999933,2,47.399999999999665
GBPAUD,H4,112,2017-12-14 22:00:00,2017-12-15 14:00:00,Asian,True,176.39999999999878,3,58.79999999999959
GBPAUD,H4,113,2017-12-18 18:00:00,2017-12-19 14:00:00,New York,True,75.3999999999988,4,0.0
GBPAUD,H4,114,2017-12-19 22:00:00,2017-12-20 10:00:00,Asian,True,52.80000000000173,2,0.0
GBPAUD,H4,115,2017-12-21 06:00:00,2017-12-21 18:00:00,Asian,True,141.99999999999991,2,70.99999999999996
GBPAUD,H4,116,2017-12-25 22:00:00,2017-12-26 14:00:00,Asian,True,50.599999999998424,3,16.86666666666614
GBPAUD,H4,117,2017-12-29 10:00:00,2018-01-01 18:00:00,London,True,50.499999999999986,2,25.249999999999993
GBPAUD,H4,118,2018-01-03 02:00:00,2018-01-03 22:00:00,Asian,True,187.80000000000018,4,46.950000000000045
